identificador,grupo,exercicio,avaliacao,avaliacao_a,avaliacao_b,consenso,tem_erro,escore_desvio,distancia_controle,desvio_detectado,escore_cena,escore_risco,alerta,fracao_com_pessoa,objetos,n_erros_temporais,duracao_erro_s
G1A-CTK-R3-Brest-106,G1A,CTK,Correct,Correct,Correct,True,False,0.5054417935310983,1.031180652406804,True,0.05,0.45989761417798847,False,1.0,outro:backpack,0,0.0
G1A-CTK-R5-Roscoff-058,G1A,CTK,Correct,Correct,Correct,True,False,0.4613593715006999,1.3902637315279474,False,0.15999999999999998,0.43122343435062993,False,0.8,cadeira,0,0.0
G1A-CTK-R5-Roscoff-005,G1A,CTK,Correct,Correct,Correct,True,False,0.4687894384821448,1.414892000656138,False,0.05,0.4269104946339304,False,1.0,cadeira|outro:tv,0,0.0
G1A-CTK-R3-Brest-083,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.47347655782588327,1.0326737095738368,False,0.0,0.42612890204329495,False,1.0,,3,17.080000000000002
G1A-CTK-R3-Brest-064,G1A,CTK,Incorrect,Correct,Incorrect,False,True,0.45550472282934906,1.2417313584473777,False,0.15999999999999998,0.42595425054641417,False,0.8,,0,0.0
G1A-CTK-R5-Roscoff-037,G1A,CTK,Correct,Correct,Correct,True,False,0.4551718398250569,1.4384003350425496,False,0.15999999999999998,0.4256546558425512,False,0.8,cadeira,0,0.0
G1A-CTK-R1-Brest-062,G1A,CTK,Correct,Correct,Correct,True,False,0.4529407534874998,0.8055495017221896,False,0.15999999999999998,0.42364667813874984,False,0.8,,0,0.0
G1A-CTK-R3-Brest-011,G1A,CTK,Correct,Correct,Correct,True,False,0.4705459402369022,0.9138883512162691,False,0.0,0.423491346213212,False,1.0,,0,0.0
G1A-CTK-R1-Brest-057,G1A,CTK,Correct,Correct,Correct,True,False,0.4153399182860843,0.6615424684898998,False,0.48,0.4218059264574759,False,0.4,,0,0.0
G1A-CTK-R5-Roscoff-063,G1A,CTK,Correct,Correct,Correct,True,False,0.43713886605352614,1.2274485661397938,False,0.20999999999999996,0.4144249794481736,False,0.8,cadeira|mesa|outro:tv|sofa,0,0.0
G1A-CTK-R3-Brest-039,G1A,CTK,Incorrect,Correct,Incorrect,False,True,0.4544806599112263,1.1563270500634002,False,0.05,0.4140325939201037,False,1.0,outro:backpack,0,0.0
G1A-CTK-R5-Roscoff-045,G1A,CTK,Correct,Correct,Correct,True,False,0.4316497610529602,1.724530978702138,False,0.05,0.3934847849476642,False,1.0,cadeira|outro:book,0,0.0
G1A-CTK-R1-Brest-095,G1A,CTK,Correct,Correct,Correct,True,False,0.4155506621110771,0.664109521027317,False,0.15999999999999998,0.3899955958999694,False,0.8,,0,0.0
G1A-CTK-R5-Roscoff-105,G1A,CTK,Correct,Correct,Correct,True,False,0.4186309295743937,1.4610808926316812,False,0.05,0.38176783661695435,False,1.0,cadeira|mesa|outro:tv,0,0.0
G1A-CTK-R5-Roscoff-028,G1A,CTK,Incorrect,Correct,Incorrect,False,True,0.41637826250229415,1.6352173360979718,False,0.05,0.3797404362520648,False,1.0,cadeira|outro:book,0,0.0
G1A-CTK-R5-Roscoff-004,G1A,CTK,Incorrect,Incorrect,Correct,False,True,0.4162107558977037,1.7002232471708052,False,0.05,0.37958968030793333,False,1.0,cadeira|outro:book,2,8.48
G1A-CTK-R4-Roscoff-080,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.42168957578821964,1.2640655816055328,False,0.0,0.3795206182093977,False,1.0,cadeira,2,6.799999999999999
G1A-CTK-R1-Brest-038,G1A,CTK,Correct,Correct,Correct,True,False,0.38703598401120415,0.6290582220214764,False,0.20999999999999996,0.36933238561008375,False,0.8,outro:umbrella,0,0.0
G1A-CTK-R4-Roscoff-053,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.3907430438998851,1.2868339048953723,False,0.0,0.35166873950989663,False,1.0,cadeira,3,13.399999999999999
G1A-CTK-R5-Roscoff-049,G1A,CTK,Correct,Correct,Correct,True,False,0.35905939236074996,1.3931483414995858,False,0.20999999999999996,0.344153453124675,False,0.8,cadeira|mesa|outro:tv|sofa,0,0.0
G1A-CTK-R6-Roscoff-082,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.315259733259815,1.0051426458293264,False,0.48,0.33173375993383347,False,0.4,cadeira,2,7.4
G1A-CTK-R5-Roscoff-050,G1A,CTK,Correct,Correct,Correct,True,False,0.36750993090111606,1.5327776385316378,False,0.0,0.33075893781100446,False,1.0,cadeira,0,0.0
G1A-CTK-R6-Roscoff-023,G1A,CTK,Correct,Correct,Correct,True,False,0.30028530722762653,1.3278077395759986,False,0.48,0.3182567765048639,False,0.4,cadeira,0,0.0
G1A-CTK-R3-Brest-092,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.3382912772948062,1.0971098772554277,False,0.0,0.3044621495653256,False,1.0,,2,15.360000000000003
G1A-CTK-R5-Roscoff-016,G1A,CTK,Correct,Correct,Correct,True,False,0.33252570847049656,1.2824565185176056,False,0.05,0.30427313762344693,False,1.0,cadeira|mesa|outro:tv,0,0.0
G1A-CTK-R5-Roscoff-075,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.32920523778559485,1.902546420693799,False,0.05,0.3012847140070354,False,1.0,cadeira|outro:book,2,6.880000000000001
G1A-CTK-R3-Brest-066,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.3248580104294339,0.601596576008186,False,0.05,0.2973722093864905,False,1.0,outro:backpack,2,18.28
G1A-CTK-R5-Roscoff-097,G1A,CTK,Correct,Correct,Correct,True,False,0.29279474288002444,1.1915738476119742,False,0.20999999999999996,0.28451526859202203,False,0.8,cadeira|outro:tv|sofa,0,0.0
G1A-CTK-R4-Roscoff-041,G1A,CTK,Correct,Correct,Correct,True,False,0.3087623777176969,0.9772950054084886,False,0.05,0.2828861399459272,False,1.0,notebook|outro:tv,0,0.0
G1A-CTK-R4-Roscoff-047,G1A,CTK,Correct,Correct,Correct,True,False,0.2789996298547663,0.8896135666017173,False,0.05,0.25609966686928964,False,1.0,notebook|outro:backpack,0,0.0
G1A-CTK-R4-Roscoff-019,G1A,CTK,Correct,Correct,Correct,True,False,0.24862742397791504,0.6240014229645442,False,0.0,0.22376468158012355,False,1.0,,0,0.0
G1A-CTK-R4-Roscoff-076,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.22627476644731237,0.5914171262689915,False,0.05,0.20864728980258115,False,1.0,notebook|outro:backpack,2,19.16
G1A-CTK-R4-Roscoff-044,G1A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.23161149157486177,1.01156069081517,False,0.0,0.2084503424173756,False,1.0,,2,12.84
G1A-CTK-R4-Roscoff-087,G1A,CTK,Correct,Correct,Correct,True,False,0.21159381613987566,0.5397781186191263,False,0.0,0.1904344345258881,False,1.0,notebook,0,0.0
G1A-CTK-R4-Roscoff-089,G1A,CTK,Correct,Correct,Correct,True,False,0.2041795603609877,0.7161461395765634,False,0.0,0.18376160432488892,False,1.0,,0,0.0
G1A-CTK-R6-Roscoff-098,G1A,CTK,Correct,Correct,Correct,True,False,0.153681583892234,1.1808136912143155,False,0.1,0.1483134255030106,False,1.0,cadeira|outro:backpack|outro:handbag,0,0.0
G1A-CTK-R4-Roscoff-010,G1A,CTK,Correct,Correct,Correct,True,False,0.06283713094276178,8.04448680248689,False,0.8,0.13655341784848563,True,0.0,cadeira,0,0.0
G1A-CTK-R4-Roscoff-081,G1A,CTK,Correct,Correct,Correct,True,False,0.048021750760044606,7.411187593192315,False,0.8,0.12321957568404016,True,0.0,cadeira,0,0.0
G1A-CTK-R4-Roscoff-052,G1A,CTK,Correct,Correct,Correct,True,False,0.042933909186894326,7.542446975826158,False,0.8,0.1186405182682049,True,0.0,cadeira,0,0.0
G1A-CTK-R6-Roscoff-035,G1A,CTK,Correct,Correct,Correct,True,False,0.10783285974909544,1.2906682613617164,False,0.05,0.1020495737741859,False,1.0,cadeira|outro:backpack,0,0.0
G1A-CTK-R4-Roscoff-007,G1A,CTK,Correct,Correct,Correct,True,False,0.038676880412708003,7.516748020084498,False,0.6400000000000001,0.09880919237143722,True,0.2,cadeira,0,0.0
G1A-CTK-R6-Roscoff-060,G1A,CTK,Correct,Correct,Correct,True,False,0.058535870163375484,1.3182468153747553,False,0.20999999999999996,0.07368228314703792,False,0.8,cadeira|outro:backpack,0,0.0
G1A-CTK-R6-Roscoff-069,G1A,CTK,Correct,Correct,Correct,True,False,0.036108068913045493,1.349977779880797,False,0.05,0.037497262021740946,False,1.0,cadeira|outro:backpack,0,0.0
G1A-ELK-R2-Brest-012,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.9828482049785257,1.2586044527693119,True,0.20999999999999996,0.9055633844806731,True,0.8,outro:refrigerator,0,0.0
G1A-ELK-R4-Roscoff-054,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.9984941749543997,1.7148306505919928,True,0.05,0.9036447574589598,True,1.0,cadeira|mesa|outro:tv,2,9.760000000000002
G1A-ELK-R4-Roscoff-004,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.9984245109452411,1.909425105531822,True,0.0,0.898582059850717,True,1.0,cadeira|sofa,2,7.880000000000001
G1A-ELK-R3-Brest-013,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.9873305309868787,1.274702075021344,True,0.0,0.8885974778881909,True,1.0,cadeira,0,0.0
G1A-ELK-R4-Roscoff-015,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.9490718554187464,1.9445066876088324,True,0.32000000000000006,0.8861646698768718,True,0.6,cadeira,2,9.319999999999999
G1A-ELK-R4-Roscoff-051,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.9814247950600214,1.8873403607839692,True,0.0,0.8832823155540194,True,1.0,cadeira,2,5.5600000000000005
G1A-ELK-R2-Brest-001,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.9724676200598076,1.6416326140449418,True,0.05,0.8802208580538269,True,1.0,outro:refrigerator,0,0.0
G1A-ELK-R2-Brest-039,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.91856892146715,1.3330885659806733,True,0.53,0.879712029320435,True,0.4,outro:refrigerator,0,0.0
G1A-ELK-R3-Brest-080,G1A,ELK,Motionless,Motionless,Motionless,True,True,0.9694900945812468,4.1404176218350734,True,0.05,0.8775410851231221,True,1.0,outro:refrigerator,0,0.0
G1A-ELK-R2-Brest-033,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.9664773249173115,0.398781747320437,True,0.05,0.8748295924255804,True,1.0,outro:suitcase,0,0.0
G1A-ELK-R2-Brest-067,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.9460544710219916,1.3809475422003021,True,0.20999999999999996,0.8724490239197925,True,0.8,outro:refrigerator,0,0.0
G1A-ELK-R5-Roscoff-063,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.9040078873211901,0.721992400551354,True,0.37000000000000005,0.8506070985890711,True,0.6,mesa|outro:tv|sofa,3,15.987000000000002
G1A-ELK-R1-Brest-075,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.9352692778648111,0.9284001663682172,True,0.0,0.84174235007833,True,1.0,,2,9.96
G1A-ELK-R1-Brest-052,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.9161757578256567,1.2715671812145368,True,0.15999999999999998,0.8405581820430911,True,0.8,,2,9.36
G1A-ELK-R1-Brest-092,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.9297372281152486,0.5635143388181907,True,0.0,0.8367635053037238,True,1.0,,2,4.28
G1A-ELK-R4-Roscoff-030,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8932724224917723,0.5796749989697768,True,0.32000000000000006,0.8359451802425951,True,0.6,cadeira,2,5.24
G1A-ELK-R3-Brest-002,G1A,ELK,Correct,Correct,Correct,True,False,0.927099938779102,0.9741842085411094,True,0.0,0.8343899449011918,True,1.0,,0,0.0
G1A-ELK-R2-Brest-079,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.9067506063452769,0.8827795935623056,True,0.15999999999999998,0.8320755457107493,True,0.8,cadeira,0,0.0
G1A-ELK-R3-Brest-088,G1A,ELK,Correct,Correct,Correct,True,False,0.9156003136678916,0.9007781083591161,True,0.0,0.8240402823011025,True,1.0,,0,0.0
G1A-ELK-R3-Brest-035,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.9033078786870502,1.6172312279150842,True,0.1,0.8229770908183452,True,1.0,outro:backpack|outro:refrigerator,0,0.0
G1A-ELK-R5-Roscoff-037,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8981069967113381,0.7298608342643105,True,0.05,0.8132962970402043,True,1.0,cadeira|mesa|outro:tv,2,7.159999999999999
G1A-ELK-R5-Roscoff-068,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8937243183808536,0.7514608259825494,True,0.05,0.8093518865427684,True,1.0,cadeira|mesa|outro:tv,2,7.6
G1A-ELK-R2-Brest-076,G1A,ELK,Correct,Correct,Correct,True,False,0.8672785283607367,0.7428793017173984,True,0.26,0.8065506755246631,True,0.8,outro:backpack|outro:suitcase,0,0.0
G1A-ELK-R4-Roscoff-084,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8394275669146204,0.5308975649335631,True,0.37000000000000005,0.7924848102231584,True,0.6,notebook|outro:book,2,3.200000000000001
G1A-ELK-R5-Roscoff-026,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.868445880206319,0.7924734195452493,True,0.0,0.7816012921856871,True,1.0,cadeira,2,9.719999999999999
G1A-ELK-R4-Roscoff-050,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8667508351895804,0.8435141502910813,True,0.0,0.7800757516706224,True,1.0,cadeira,2,3.839999999999999
G1A-ELK-R5-Roscoff-042,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8645642906661134,0.9086043601434174,True,0.0,0.7781078615995021,True,1.0,cadeira|notebook,2,8.2
G1A-ELK-R5-Roscoff-025,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8281227785287953,0.9563374650738602,True,0.32000000000000006,0.7773105006759159,True,0.6,cadeira,2,7.760000000000001
G1A-ELK-R5-Roscoff-081,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8572788548512073,0.846535291773581,True,0.0,0.7715509693660866,True,1.0,cadeira,2,10.12
G1A-ELK-R5-Roscoff-020,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8498787775228845,0.7850545822398818,True,0.0,0.7648908997705961,True,1.0,cadeira,2,5.720000000000001
G1A-ELK-R1-Brest-041,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.800969089843352,1.0606090377787754,True,0.37000000000000005,0.7578721808590169,True,0.6,outro:umbrella,2,9.2
G1A-ELK-R3-Brest-083,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.8412654822021763,0.9170733635071427,True,0.0,0.7571389339819588,True,1.0,,0,0.0
G1A-ELK-R3-Brest-066,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.8313405413478486,1.5785663356306567,True,0.05,0.7532064872130638,True,1.0,outro:backpack,1,5.7330000000000005
G1A-ELK-R5-Roscoff-024,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7931528497329069,1.0318622635336123,True,0.32000000000000006,0.7458375647596163,True,0.6,cadeira,2,4.239999999999998
G1A-ELK-R1-Brest-003,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.8157010428722307,2.1122841018360323,True,0.05,0.7391309385850077,True,1.0,outro:umbrella,0,0.0
G1A-ELK-R2-Brest-087,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.8139377253544551,0.8084482931368676,True,0.0,0.7325439528190096,True,1.0,,0,0.0
G1A-ELK-R2-Brest-008,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.7595175892910555,1.7970235706259698,True,0.48,0.73156583036195,True,0.4,cadeira,0,0.0
G1A-ELK-R1-Brest-014,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8105821740430333,0.8263638380960399,True,0.0,0.72952395663873,True,1.0,,2,5.24
G1A-ELK-R4-Roscoff-045,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8046736990491724,0.549636099536097,True,0.05,0.7292063291442552,True,1.0,notebook|outro:tv,2,9.04
G1A-ELK-R1-Brest-074,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7866224780654673,1.9018895360996104,True,0.20999999999999996,0.7289602302589205,True,0.8,outro:umbrella,2,8.96
G1A-ELK-R1-Brest-062,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7898875327129056,1.406991392794845,True,0.15999999999999998,0.7268987794416151,True,0.8,,2,9.36
G1A-ELK-R1-Brest-059,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.8037255856308639,1.6127381695731782,True,0.0,0.7233530270677776,True,1.0,,3,29.426999999999996
G1A-ELK-R5-Roscoff-058,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7796513452767896,0.744756002523039,True,0.20999999999999996,0.7226862107491107,True,0.8,cadeira|mesa|outro:tv,2,10.2
G1A-ELK-R5-Roscoff-022,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7793567560593365,0.7308123143241735,True,0.20999999999999996,0.7224210804534029,True,0.8,cadeira|mesa|outro:tv,2,4.280000000000001
G1A-ELK-R3-Brest-028,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7989540765572214,1.0886781258300393,True,0.0,0.7190586689014993,True,1.0,,2,8.36
G1A-ELK-R2-Brest-017,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.7928610794674291,0.6823533925571046,True,0.05,0.7185749715206863,True,1.0,outro:suitcase,0,0.0
G1A-ELK-R3-Brest-040,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.7801235999069677,1.1256884777448757,True,0.05,0.7071112399162709,True,1.0,outro:refrigerator,0,0.0
G1A-ELK-R4-Roscoff-091,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7664701836802952,0.5446088978412799,True,0.05,0.6948231653122657,True,1.0,notebook|outro:tv,2,6.72
G1A-ELK-R5-Roscoff-053,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.7631406729429198,0.8687174174253349,True,0.05,0.6918266056486279,True,1.0,cadeira|mesa|outro:tv,0,0.0
G1A-ELK-R5-Roscoff-047,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7571621447467852,0.8529630139972731,True,0.05,0.6864459302721068,True,1.0,cadeira|outro:tv,2,8.200000000000001
G1A-ELK-R4-Roscoff-065,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7470260481737981,0.8723418494130831,True,0.0,0.6723234433564184,True,1.0,cadeira,4,15.320000000000002
G1A-ELK-R1-Brest-046,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7457799737884677,1.6709726880139,True,0.0,0.671201976409621,True,1.0,,2,8.319999999999997
G1A-ELK-R2-Brest-073,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.7176877323515332,0.896519481494431,True,0.0,0.6459189591163799,True,1.0,,0,0.0
G1A-ELK-R5-Roscoff-032,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.6648785987699588,1.1083808163216595,True,0.32000000000000006,0.6303907388929629,True,0.6,cadeira,2,10.879999999999999
