identificador,n_frames_yolo,fracao_com_pessoa,conf_pessoa_media,objetos,sem_pessoa_em_algum_frame,escore_cena
G1A-RTK-R2-Brest-035,5,1.0,0.8053181767463684,outro:refrigerator,False,0.05
G1A-RTK-R2-Brest-038,5,1.0,0.7476949334144593,outro:refrigerator,False,0.05
G1A-RTK-R2-Brest-044,5,1.0,0.8441603779792786,outro:backpack,False,0.05
G1A-RTK-R2-Brest-047,5,1.0,0.7679241061210632,cadeira,False,0.0
G1A-RTK-R2-Brest-067,5,1.0,0.7526629090309143,outro:refrigerator,False,0.05
G1A-RTK-R2-Brest-082,5,1.0,0.728040874004364,cadeira,False,0.0
G1A-RTK-R2-Brest-085,5,1.0,0.7874635100364685,outro:refrigerator,False,0.05
G1A-RTK-R2-Brest-092,5,0.8,0.7977366149425507,outro:backpack,True,0.20999999999999996
G1A-RTK-R2-Brest-093,5,1.0,0.8687000870704651,cadeira|outro:tv,False,0.05
G1A-RTK-R2-Brest-097,5,1.0,0.8665418505668641,outro:tv,False,0.05
G1A-RTK-R3-Brest-009,5,1.0,0.8710518121719361,,False,0.0
G1A-RTK-R3-Brest-029,5,1.0,0.7295861363410949,,False,0.0
G1A-RTK-R3-Brest-033,5,1.0,0.8200852155685425,outro:refrigerator,False,0.05
G1A-RTK-R3-Brest-036,5,1.0,0.8175932049751282,,False,0.0
G1A-RTK-R3-Brest-039,5,1.0,0.7749230027198791,outro:backpack|outro:refrigerator,False,0.1
G1A-RTK-R3-Brest-046,5,0.8,0.866128996014595,,True,0.15999999999999998
G1A-RTK-R3-Brest-057,5,1.0,0.7474801182746887,,False,0.0
G1A-RTK-R3-Brest-061,5,1.0,0.7348216414451599,,False,0.0
G1A-RTK-R3-Brest-066,5,1.0,0.7940473437309266,,False,0.0
G1A-RTK-R3-Brest-078,5,1.0,0.8013016700744628,,False,0.0
G1A-RTK-R3-Brest-083,5,0.6,0.7561249931653341,,True,0.32000000000000006
G1A-RTK-R3-Brest-100,5,0.8,0.6100278794765472,,True,0.15999999999999998
G1A-RTK-R3-Brest-101,5,0.6,0.6629927257696787,,True,0.32000000000000006
G1A-RTK-R4-Roscoff-003,5,1.0,0.8606176137924194,notebook,False,0.0
G1A-RTK-R4-Roscoff-014,5,1.0,0.6927503824234009,cadeira,False,0.0
G1A-RTK-R4-Roscoff-017,5,1.0,0.6046029210090638,cadeira|outro:bicycle,False,0.05
G1A-RTK-R4-Roscoff-022,5,1.0,0.7932682514190674,cadeira,False,0.0
G1A-RTK-R4-Roscoff-031,5,1.0,0.7109057426452636,cadeira,False,0.0
G1A-RTK-R4-Roscoff-051,5,1.0,0.7113015413284302,cadeira,False,0.0
G1A-RTK-R4-Roscoff-065,5,0.8,0.8244987279176712,notebook,True,0.15999999999999998
G1A-RTK-R4-Roscoff-080,5,1.0,0.809320330619812,cadeira|copa,False,0.0
G1A-RTK-R4-Roscoff-081,5,1.0,0.6910676240921021,outro:bicycle,False,0.05
G1A-RTK-R4-Roscoff-086,5,1.0,0.7678103804588318,cadeira,False,0.0
G1A-RTK-R4-Roscoff-087,5,1.0,0.6760118722915649,cadeira,False,0.0
G1A-RTK-R4-Roscoff-090,5,0.6,0.8400874733924866,notebook,True,0.32000000000000006
G1A-RTK-R4-Roscoff-091,5,1.0,0.6407150745391845,cadeira,False,0.0
G1A-RTK-R4-Roscoff-096,5,1.0,0.7781830310821534,notebook,False,0.0
G1A-RTK-R5-Roscoff-008,5,1.0,0.877944803237915,outro:tv,False,0.05
G1A-RTK-R5-Roscoff-023,5,1.0,0.8923420071601867,cadeira|mesa|outro:tv,False,0.05
G1A-RTK-R5-Roscoff-028,5,1.0,0.8358586549758911,cadeira|notebook|outro:book,False,0.05
G1A-RTK-R5-Roscoff-034,5,1.0,0.8382874488830566,cadeira|outro:tv|sofa,False,0.05
G1A-RTK-R5-Roscoff-041,5,1.0,0.725316834449768,cadeira,False,0.0
G1A-RTK-R5-Roscoff-053,5,1.0,0.8613530397415161,cadeira|notebook|outro:book,False,0.05
G1A-RTK-R5-Roscoff-054,5,1.0,0.8609087944030762,cadeira|outro:book|sofa,False,0.05
G1A-RTK-R5-Roscoff-058,5,1.0,0.7186968564987183,cadeira,False,0.0
G1A-RTK-R5-Roscoff-060,5,1.0,0.8540126562118531,cadeira|notebook|outro:book,False,0.05
G1A-RTK-R5-Roscoff-064,5,0.8,0.8779537230730057,cadeira|garrafa|mesa|outro:tv,True,0.20999999999999996
G1A-RTK-R5-Roscoff-076,5,1.0,0.8786382555961609,cadeira|mesa|outro:tv,False,0.05
G1A-RTK-R5-Roscoff-088,5,1.0,0.712924349308014,cadeira,False,0.0
G1A-RTK-R5-Roscoff-098,5,1.0,0.8533922791481018,cadeira|garrafa|mesa|outro:bowl|outro:tv,False,0.1
G1A-RTK-R5-Roscoff-099,5,1.0,0.8785332441329956,cadeira|mesa|outro:tv,False,0.05
G1A-RTK-R6-Roscoff-001,5,0.4,0.7050284147262573,mesa|outro:bicycle|outro:tv,True,0.58
G1A-RTK-R6-Roscoff-002,5,0.4,0.7231447696685791,outro:bicycle|outro:tv,True,0.58
G1A-RTK-R6-Roscoff-011,5,1.0,0.830130684375763,cadeira|outro:backpack|outro:handbag,False,0.1
G1A-RTK-R6-Roscoff-013,5,0.0,0.0,cadeira|outro:bicycle|outro:tv,True,0.9
G1A-RTK-R6-Roscoff-027,5,1.0,0.8227307677268982,outro:backpack|outro:handbag,False,0.1
G1A-RTK-R6-Roscoff-037,5,1.0,0.8381706357002259,outro:tv,False,0.05
G1A-RTK-R6-Roscoff-040,5,1.0,0.6839084506034852,outro:bowl|outro:tv,False,0.1
G1A-RTK-R6-Roscoff-045,5,0.4,0.6802640855312347,outro:bicycle|outro:tv,True,0.58
G1A-RTK-R6-Roscoff-048,5,1.0,0.8297276616096496,cadeira|outro:backpack|outro:handbag,False,0.1
G1A-RTK-R6-Roscoff-056,5,0.6,0.547577957312266,mesa|outro:tv,True,0.37000000000000005
G1A-RTK-R6-Roscoff-068,5,1.0,0.8243433952331543,cadeira|outro:backpack|outro:handbag,False,0.1
G1A-RTK-R6-Roscoff-069,5,0.4,0.5767893195152283,cadeira|outro:bicycle|outro:tv,True,0.58
G1A-RTK-R6-Roscoff-070,5,1.0,0.6512038350105286,outro:bowl|outro:tv,False,0.1
G1A-RTK-R6-Roscoff-075,5,0.8,0.6498316675424576,mesa|outro:tv,True,0.20999999999999996
G2A-CTK-S1-Brest-029,5,0.6,0.6539873679478964,outro:scissors,True,0.37000000000000005
G2A-CTK-S1-Brest-034,5,0.4,0.6309136152267456,outro:scissors,True,0.53
G2A-CTK-S1-Brest-090,5,0.6,0.6201606790224711,,True,0.32000000000000006
G2A-CTK-S1-Brest-093,5,0.6,0.6927495996157328,,True,0.32000000000000006
G2A-CTK-S1-Brest-096,5,0.4,0.715219259262085,outro:scissors,True,0.53
G2A-CTK-S1-Roscoff-009,5,1.0,0.6534885168075562,,False,0.0
G2A-CTK-S1-Roscoff-012,5,0.4,0.6939630806446075,,True,0.48
G2A-CTK-S1-Roscoff-013,5,1.0,0.7298597574234009,,False,0.0
G2A-CTK-S1-Roscoff-043,5,0.4,0.7471769154071808,,True,0.48
G2A-CTK-S1-Roscoff-051,5,0.4,0.7607837915420532,,True,0.48
G2A-CTK-S1-Roscoff-059,5,0.4,0.7367894649505615,,True,0.48
G2A-CTK-S2-Roscoff-003,5,1.0,0.8858813166618347,cadeira|notebook,False,0.0
G2A-CTK-S2-Roscoff-018,5,1.0,0.902253246307373,,False,0.0
G2A-CTK-S2-Roscoff-021,5,1.0,0.9081535339355469,notebook,False,0.0
G2A-CTK-S2-Roscoff-025,5,1.0,0.8944777727127076,outro:tv,False,0.05
G2A-CTK-S3-Roscoff-077,5,0.8,0.7058203965425491,cadeira|notebook,True,0.15999999999999998
G2A-CTK-S3-Roscoff-091,5,0.4,0.818614274263382,cadeira,True,0.48
G2A-CTK-S4-Roscoff-001,5,1.0,0.7427773475646973,outro:tv,False,0.05
G2A-CTK-S4-Roscoff-015,5,1.0,0.7759294152259827,cadeira,False,0.0
G2A-CTK-S4-Roscoff-026,5,1.0,0.8150047540664673,cadeira,False,0.0
G2A-CTK-S4-Roscoff-046,5,1.0,0.7180564403533936,cadeira,False,0.0
G2A-CTK-S4-Roscoff-068,5,1.0,0.8401583075523377,cadeira,False,0.0
G2A-CTK-S4-Roscoff-074,5,1.0,0.8037437915802002,cadeira,False,0.0
G2A-CTK-S4-Roscoff-088,5,1.0,0.8288661241531372,cadeira,False,0.0
G2A-ELK-S1-Roscoff-005,5,1.0,0.5950599193572998,,False,0.0
G2A-ELK-S1-Roscoff-060,5,0.8,0.5324752330780029,outro:tv,True,0.20999999999999996
G2A-ELK-S1-Roscoff-071,5,1.0,0.66613929271698,,False,0.0
G2A-ELK-S1-Roscoff-072,5,0.8,0.5467585176229477,,True,0.15999999999999998
G2A-ELK-S1-Roscoff-077,5,0.6,0.565928707520167,,True,0.32000000000000006
G2A-ELK-S3-Roscoff-007,5,0.2,0.47225260734558105,cadeira|notebook,True,0.6400000000000001
G2A-ELK-S3-Roscoff-021,5,0.8,0.41737063974142075,cadeira|notebook,True,0.15999999999999998
G2A-ELK-S3-Roscoff-085,5,0.2,0.39415594935417175,cadeira|notebook,True,0.6400000000000001
G2A-RTK-S1-Roscoff-005,5,0.8,0.7165440768003464,,True,0.15999999999999998
G2A-RTK-S1-Roscoff-010,5,0.6,0.6899891098340353,,True,0.32000000000000006
G2A-RTK-S1-Roscoff-025,5,0.8,0.6283840090036392,,True,0.15999999999999998
G2A-RTK-S1-Roscoff-049,5,0.6,0.6931821703910828,cadeira,True,0.32000000000000006
G2A-RTK-S1-Roscoff-050,5,0.6,0.45842857162157696,,True,0.32000000000000006
G2A-RTK-S1-Roscoff-052,5,0.8,0.6964822113513947,,True,0.15999999999999998
G2A-RTK-S1-Roscoff-072,5,0.6,0.7256797949473063,,True,0.32000000000000006
G2A-RTK-S2-Roscoff-021,5,1.0,0.9005548596382141,notebook|outro:tv,False,0.05
G2A-RTK-S2-Roscoff-063,5,1.0,0.8940028190612793,outro:tv,False,0.05
G2A-RTK-S3-Roscoff-030,5,0.4,0.6963655054569244,cadeira,True,0.48
G2A-RTK-S3-Roscoff-084,5,1.0,0.5687360882759094,cadeira,False,0.0
G2A-RTK-S3-Roscoff-095,5,0.4,0.5452596247196198,cadeira|notebook,True,0.48
G2A-RTK-S5-Brest-026,5,1.0,0.7606769919395446,,False,0.0
