identificador,grupo,exercicio,duracao_s,n_frames,cotovelo_esq_media,cotovelo_esq_desvio,cotovelo_esq_amplitude,cotovelo_esq_velocidade,cotovelo_dir_media,cotovelo_dir_desvio,cotovelo_dir_amplitude,cotovelo_dir_velocidade,ombro_esq_media,ombro_esq_desvio,ombro_esq_amplitude,ombro_esq_velocidade,ombro_dir_media,ombro_dir_desvio,ombro_dir_amplitude,ombro_dir_velocidade,joelho_esq_media,joelho_esq_desvio,joelho_esq_amplitude,joelho_esq_velocidade,joelho_dir_media,joelho_dir_desvio,joelho_dir_amplitude,joelho_dir_velocidade,tronco_media,tronco_desvio,tronco_amplitude,tronco_velocidade
G1A-CTK-R2-Brest-070,G1A,CTK,34.0,341,77.92505633717568,52.97363596024444,166.07980508065782,52.20493477983915,80.36697716486624,47.13212845706551,161.60778828400646,70.50836790853423,39.184684916827216,34.254664890077265,87.22284227234243,20.79808882811782,39.33423791176211,33.842970102293094,85.86420468163304,22.430693653333428,175.02512145074687,1.2084116506098084,7.24847043441477,4.160034065682248,175.97157413619288,1.3932059159399202,11.802490716704739,4.815234652119676,2.0065563860734956,0.5049917221670951,4.594308479007094,2.753114101849601
G1A-CTK-R2-Brest-078,G1A,CTK,31.5,316,60.47534156656029,43.48046360211535,164.12993602189877,53.999699505981255,66.42388667109415,37.860822794577224,164.19648820789902,80.17544888589187,36.14607451347215,31.47682890569123,86.01560730085892,23.046087777595442,36.15451919790244,32.445780221657884,84.14876733256538,21.514245956542098,174.77305570303335,1.5881081066330927,9.140920738732973,5.486002891260671,175.38153966818498,1.3996281817167462,11.099553948449369,5.823372004575829,1.9714327093480202,0.5197707259973111,4.0569074631220134,2.8655901350405024
G1A-CTK-R2-Brest-086,G1A,CTK,31.6,317,94.91214140007777,43.25425443286029,177.80546489084836,83.4045677106849,89.15752689253169,40.32427674529789,156.52666011971672,46.03348639824723,35.78716601223085,30.860594118451193,88.72251999517569,22.15870558296138,36.24821567768407,29.70620999830462,83.02620243002075,19.668084814750507,175.1213728124416,1.1666576637451285,7.518977873142774,6.303055563594659,176.13949468361758,1.3911236735740635,6.843965432871187,6.358180849941552,1.14302809539693,0.5323555581045928,2.682865192299495,2.5271812317425746
G1A-CTK-R2-Brest-107,G1A,CTK,31.9,320,80.28933210003156,49.846895806176555,166.1710294673469,56.29093041735472,78.63703186589781,42.49254935711733,162.9400436456868,68.40608201560052,43.473627158232425,34.346885704041824,87.80755751372543,20.774293195239203,42.39642343816249,33.18530368091236,87.47970401405647,21.252113738130074,173.42728332803006,1.4288473887869277,7.037790918034318,6.493444728617346,173.03848363257566,1.540409715784455,16.024171568397833,7.575862011802185,2.2438139762031115,0.5893595561647846,4.385527862308918,2.697394638520475
G1A-CTK-R3-Brest-002,G1A,CTK,29.4,295,76.67834565920991,51.85560610399199,176.76111100304036,146.44054229410202,67.85935373552368,44.9444923661241,179.23707620600848,56.62514898508999,39.3727211678401,32.60002661839567,177.83743040665053,31.942395778409605,42.25941574556836,26.772970299384784,154.3895016773955,32.833174779580865,166.15960407164278,2.033756446490783,14.768011970317644,8.285108952098215,170.54957854261693,2.438721795128031,16.65529985054033,9.1169015414125,2.3742735266156134,0.7289514841708108,3.9233312433545526,3.6112722054094295
G1A-CTK-R3-Brest-011,G1A,CTK,35.4,355,58.15926218349314,52.87962348961488,170.81837527679585,51.00733195787861,57.053412056826076,53.89174582716468,179.84031043306092,70.01650113509328,39.417343858852696,26.433398705229084,90.65192740208174,31.82916045977136,46.55383439430199,28.552267728285997,89.3565540745778,23.371626274614897,170.58571296758802,1.576068661543581,6.414093486532522,5.155881790279712,173.6004798346066,1.4559472163911424,7.057307637712682,4.795014150876366,0.7353070824645713,0.5110644417042637,2.338687753990616,2.315632093949607
G1A-CTK-R3-Brest-033,G1A,CTK,31.8,319,68.67553313558616,48.70044639951685,179.12935668258373,120.37672319165216,84.86150008327151,43.12384371163192,179.42862570429227,81.31495732435637,40.49096413994463,36.80479708477982,180.0,65.50729060701651,52.01036586937674,35.691662597744674,171.81000017278328,55.26529712913285,173.78458525418517,1.4013321148130253,6.013635185796403,6.680744574975655,176.4048087687873,1.220086617482017,10.589631733163003,7.877273587080039,1.281546632699952,0.7993156883979659,3.009732136661193,3.2825998474510385
G1A-CTK-R3-Brest-039,G1A,CTK,35.8,359,57.544070139665415,43.588873582184156,165.94043675996753,40.476428374672366,58.11215381414001,43.666276845367115,162.7627807961195,53.78199718676399,48.4956217453368,31.596151827165997,85.00271346309037,27.737462079535966,54.906041847106756,31.531448352973456,100.76789575006525,23.766047774003237,170.56534214678447,1.6455727564438045,7.667074799190999,6.617764967659986,169.9513350829269,1.6438041693805285,7.953252254145525,6.764408678119908,0.8438658955346602,0.523440936221603,2.450990685586677,2.296336480993411
G1A-CTK-R3-Brest-064,G1A,CTK,28.3,284,83.89179649756531,50.50523854197084,171.19398087262306,128.88937786745709,79.86857986413764,44.741987328568754,164.51045570322444,76.34319934747607,46.15529172581762,41.442389069387346,176.4503048559214,140.47675479259422,43.87473419413011,30.887758701855603,163.53458783125845,63.03760843824769,165.6147843368937,1.9147251935724134,11.574713760365057,7.349221413070987,171.58766924045995,2.6582567493854072,15.526977368998729,8.038923202143623,2.235994380067773,0.8439937441487314,4.147440198794773,2.972396703796296
G1A-CTK-R3-Brest-066,G1A,CTK,34.2,343,52.49159654577509,41.76880309929056,179.79284016258907,62.58226296865339,47.9002716921716,41.16117292320419,176.22036867978,78.95519312658234,46.20681288244796,30.341426589522484,144.14422961918604,38.19491418207732,53.03977184549639,29.14132562934984,176.27999075753306,36.04923146950343,170.64929446178164,1.4954697340109224,8.763730020242662,3.595565819960436,173.22142809365894,1.438214246633383,7.1491638554421115,6.657969084913558,0.5941612134879496,0.5041309709984038,3.060852222606909,2.188169063133782
G1A-CTK-R3-Brest-067,G1A,CTK,36.1,362,58.53610330298871,54.96764499854142,178.15801799091713,45.370693199795966,59.20960011802325,51.33528788450354,166.9462262033343,45.23520389490152,37.70244691525882,26.179538651324663,90.83346614500071,28.47430301628572,42.87963609332569,27.893628478716913,82.38941387869531,19.81514601527802,170.74134993085102,1.3219626896293668,6.729282690711898,3.863207495227094,173.83086503394816,1.6355018376305728,8.36401932761214,5.210366699252358,0.7391589857320163,0.6280939638054519,3.116904904574507,2.561444356381935
G1A-CTK-R3-Brest-072,G1A,CTK,34.5,346,50.32431626122186,49.59794274634788,172.45292207422742,39.52853928292746,52.40426345626335,48.246811326169485,172.61108894970198,40.85088349756134,36.527103481940955,24.884258572901153,71.21077254296908,22.776394185978155,40.527138252808165,26.20597092684924,78.76841453045002,16.831593558688112,170.55873087263686,1.2669086993119163,5.568501694556943,3.3972752463849116,172.87519009482276,1.553229148256507,6.714716509000482,4.952601334742005,0.5808992929553445,0.49694295327904725,1.9672715469725925,2.3153274390822536
G1A-CTK-R3-Brest-083,G1A,CTK,31.5,316,70.06229637252864,47.80351848302665,177.88431757034152,102.66292536713561,71.65587110766754,40.55778661896928,179.22816175759593,36.934041373020555,47.7104417106697,29.230771460260115,167.07641827930516,63.214400417547566,52.634699496328004,30.54085292980126,178.41541251287993,55.603377368489085,166.2719038578202,2.2934974058677424,13.346582072460961,8.733532089215654,171.12762760167087,2.524293893075044,14.536644951585714,7.090167134092691,1.970809210986076,0.8056807224668839,3.7565348003099195,2.918435936886616
G1A-CTK-R3-Brest-084,G1A,CTK,30.9,310,71.7759146185888,46.893276402189585,176.76088341387927,141.81884393449022,87.7076132625681,43.415967603379066,178.78908993636816,130.8219815970647,52.685258905437756,43.50531480542365,179.48517329246164,81.98230501068014,52.05551438619072,41.23911612536019,161.53052111714777,88.66622045239922,173.5459947899984,1.5423993306659647,8.832007805571749,8.664317402956229,176.79599104047185,1.7892163153990674,12.772487071939281,8.22704661623405,0.8694867018481343,0.6135236573769703,3.5922663417632243,4.327546096452483
G1A-CTK-R3-Brest-092,G1A,CTK,32.7,328,48.70542963329062,44.50357272808984,173.72743602801123,47.228543166085885,49.90110794528091,49.45312505733813,179.5845837868155,101.83812821330945,38.6211367988301,29.004866319239074,79.8462670919873,26.732621145392862,44.660169890477995,28.438106683593748,76.92792187126643,20.71318529510468,170.7226540770101,1.3241820950176135,5.394063957854144,4.236336459545722,170.56723707048957,1.9875731216560737,8.734360365494496,4.746491343030691,0.6024127371408177,0.4365910536105757,1.5887430384877061,1.8337548511823276
G1A-CTK-R3-Brest-094,G1A,CTK,32.8,329,63.76206644074118,40.224918502846265,179.1527830097618,88.18866752874496,73.72133316830984,32.08599074803067,168.602547012614,67.67346079372868,46.72312218078137,31.28079890731527,176.73356096236662,64.70985216205611,58.538028409949156,30.71703557363136,163.56728029587373,45.677666204844414,173.3900582061477,1.4900892084928663,9.417188770876777,7.973954035707093,176.14267694766716,1.8100247447157178,12.529336033854065,8.329767600487694,1.1105268061626086,0.6838260042472253,3.480121474250454,3.905662138737245
G1A-CTK-R3-Brest-102,G1A,CTK,30.0,301,82.62726269170193,53.193866087131255,177.53399180408428,138.38221425556137,80.54926383757169,45.17406416431346,168.2241349563214,71.4404681706074,42.665105678036426,38.427293775930224,179.15448387421728,74.80556451686482,45.88432261427113,33.37878942043179,156.83673430115633,61.779360988923166,165.31661995420953,1.5648358611471573,9.610329862632966,9.541028505919222,171.1972559525316,2.7163540790188643,16.88644097108883,11.45110939998367,2.3515944067522017,0.8941698980707565,4.314852089211745,3.741838974102185
G1A-CTK-R3-Brest-106,G1A,CTK,33.3,334,52.10187745018699,43.04530045078683,172.43191321326992,55.124850515574636,53.54070014373296,42.973297500475475,170.94303217862944,57.30728966868085,41.26432618752845,29.110445876122782,90.80201878115294,34.353834218747316,48.43660056366331,30.035731138122312,86.69153075943522,23.318821692597126,172.68336616186792,1.7270301985584842,7.510698416008211,5.236647320990121,173.15890788443986,1.4028423694105536,7.957950581282091,5.597358350248053,0.5360566520208464,0.5107836661993692,2.3603178914282896,2.0122241691791656
G1A-CTK-R4-Roscoff-007,G1A,CTK,45.3,454,,,,,168.8085098384035,0.9817836655520618,6.336323888816764,5.243294248801266,,,,,12.470290926675696,0.5491508646932824,3.4534093657618943,2.606989374548574,174.3435305948198,1.201531297197413,6.695991195901684,10.26680232340485,177.0881259301744,1.043184440542793,5.330326535759241,7.036387492953056,0.8284505024167342,0.4152441595701545,1.9462635272877564,2.3772611880203685
G1A-CTK-R4-Roscoff-010,G1A,CTK,43.0,431,,,,,167.93418586888382,0.9656751807583093,5.586376483831401,4.793273236576035,,,,,12.736290560209978,0.4767076775500482,2.923679816810889,2.4145654934741794,175.1336384668477,1.2934289276074797,4.382756399573367,14.362054714570807,177.39098463497453,0.9553011553551949,5.307864905048746,5.72140099825865,1.2838912830174518,0.7322831660281559,5.527540151656193,3.671999652649715
G1A-CTK-R4-Roscoff-019,G1A,CTK,39.1,392,98.5691696827796,56.16180778566308,179.3033463671772,54.27604045633247,90.79502377006531,58.54152226201634,179.51983460283634,66.33032191738275,61.80448661583573,41.07878429732638,168.4707121564303,28.897754245386217,50.612749054869205,36.91907786942521,168.98901006892663,43.032587451230285,154.9468073645819,3.0024156518544154,18.31201784760478,13.684940398534476,162.82656346710476,4.9363836387697,35.43350123867239,15.707428190305755,1.8150867877474557,0.7568865512517905,3.1750467019831334,2.9675894252030766
G1A-CTK-R4-Roscoff-041,G1A,CTK,35.8,359,64.79466923397,45.19682792748741,163.9345611871675,32.25538480554054,62.262317778951,48.589905420654844,173.01971351484625,66.51113020245405,44.05301585553814,34.39344483579502,86.05844883804639,18.77694881413722,36.86049854275381,26.481878796119844,73.40211284721777,27.362441778635613,142.95614068733158,1.1274005825384765,10.804171860649603,6.521491386234748,136.7391887788295,1.0203815272666035,11.350666877503528,4.823999636949232,2.0702348613272417,0.5148400672007042,2.9598174263967656,1.9340112574485393
G1A-CTK-R4-Roscoff-044,G1A,CTK,37.4,375,72.62509837322294,50.051969108983414,175.9531872162195,48.54566122386978,67.89395133098463,56.79931111226344,179.5041079251596,81.60894096441186,43.66667388548441,29.821703651923492,173.35252387295407,29.42325829901433,34.00614376892217,21.69911094468289,61.89090928937003,15.79013036471196,161.44136263675884,2.598557747179894,26.8491304363597,12.674791370134857,160.94229744969576,2.7220386740020204,25.694467099748238,9.8336476724654,2.1546282080381625,0.8108300565839365,3.3775413521115896,2.800452576854855
G1A-CTK-R4-Roscoff-047,G1A,CTK,36.4,365,66.17979478693223,46.04703849718623,163.8038673832014,36.50347392438013,67.92940871881807,51.19400270702841,179.13017735254587,77.80108068924768,45.90156302435475,34.15135871199223,86.95349970090928,22.125897405997023,39.74788700404848,26.78269572976642,78.2408208104943,24.706082437484472,141.1612974617026,2.1967992036567474,22.051655322910023,8.807569711177493,135.23290553999837,1.786811718097394,24.861097865150853,9.316906766873505,2.210520519675192,0.520911565553563,2.9176624897722854,1.9805777035927483
G1A-CTK-R4-Roscoff-052,G1A,CTK,41.9,420,,,,,168.92227821726112,1.2827027716479067,6.774265987813692,6.482011681425619,,,,,12.307125189917636,0.6709790302516596,3.895596952986386,3.2006015545295927,173.94608267772247,1.1630823445107035,7.3194206901462735,8.545994618913756,177.4010677519962,1.0936572067795478,5.21827406650911,6.38147270375507,1.1155354690197674,0.35933123827237,1.9213362202884712,2.5980787004835344
G1A-CTK-R4-Roscoff-053,G1A,CTK,39.3,394,49.04946657159317,49.89228359511278,179.95101581349374,54.29213581122217,53.20623808085445,48.887974901793335,179.4325455633489,68.63626798902044,31.601668126915996,29.31419442381433,176.28277323143212,52.29947156196344,29.314385404783053,24.580540331242332,172.98019411807954,35.37636407515118,152.35068767249123,1.2924057263307924,11.303469932856245,8.390124539928163,152.3344102874053,1.4137931448462078,12.774423407116899,10.079032147341556,2.712634667742329,0.8394475796545284,5.424743238125118,3.0289885684108957
G1A-CTK-R4-Roscoff-076,G1A,CTK,37.4,375,81.11302188113282,54.32807086142383,178.43036372012597,52.35479497299218,76.52719882688615,60.02862267686775,178.7727221694809,99.57079016023214,42.7358466833369,38.047695791068705,174.54160495278376,40.75382365290784,30.736454262200276,27.731369776063534,174.44205596338145,37.383397630113016,140.14155442862688,1.5993642643722166,7.4502895408286065,7.294124670442455,135.84927306458255,1.401580651369325,8.25171697200031,6.086227944651545,2.124934221202067,0.633653568835923,3.4706595764275106,2.582625541439241
G1A-CTK-R4-Roscoff-080,G1A,CTK,38.5,386,55.12626000237473,51.78881204814823,179.82152977447797,42.297849691057564,55.661816223138565,50.70147552859103,179.5672355257073,40.94575989506413,35.56589658476787,25.84765094012207,175.58698465770044,34.095028200461215,32.32406946247534,22.76347567395435,72.71784696568908,20.796514207444954,152.0534159880784,1.536041217434803,16.70021202897223,7.849989736048926,151.74560638477703,1.4146753869358377,9.201146487319647,8.597796974810953,2.415166331266141,0.7179763292906012,4.024353788457443,3.0236707499290576
